"","V1","V2","V3","V4","Sample.ID","Subject","Site","Month","Collection.Date","Sample.Type","Season","Year","Cohort","Cohort_label"
"338",-0.240526537133732,-0.323855012107342,0.0121048161035703,-0.0925714934085456,"C0422-S001NS01","Cow 04","Farm 22","Jul","2019-07-31","NASAL SWAB","Summer","Year 1","Cow","Cow (N=1186)"
"339",-0.22097201320209,-0.0521935912952807,-0.103618489992572,0.0677026075096406,"C0422-V201NS01","Cow 04","Farm 22","Oct","2019-10-30","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"340",-0.190539868845396,-0.340157845718571,0.302572105564363,-0.0587705543322888,"C0422-V301NS01","Cow 04","Farm 22","Jan","2020-01-27","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"341",-0.0400218203743985,-0.263249486156025,0.00225086503476608,-0.0318640217288418,"C0423-S001NS01","Cow 04","Farm 23","Aug","2019-08-20","NASAL SWAB","Summer","Year 1","Cow","Cow (N=1186)"
"342",-0.0847048341690645,-0.276779233003222,0.0669520583808599,-0.0847826700438176,"C0423-V201NS01","Cow 04","Farm 23","Nov","2019-11-14","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"343",-0.198448715435581,-0.405566141027465,0.172360631793227,-0.053440610731864,"C0423-V301NS01","Cow 04","Farm 23","Feb","2020-02-05","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"344",-0.136177021764879,-0.0396259876539356,-0.194693729032307,0.00294911696192341,"C0424-S001NS01","Cow 04","Farm 24","Aug","2019-08-19","NASAL SWAB","Summer","Year 1","Cow","Cow (N=1186)"
"345",-0.223377578798982,0.0471642160578957,-0.160621107108704,0.0896030040626774,"C0424-V201NS01","Cow 04","Farm 24","Nov","2019-11-14","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"346",-0.292033597183265,0.461506065804855,0.337892395930067,-0.0916238958461207,"C0424-V301NS01","Cow 04","Farm 24","Feb","2020-02-12","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"347",-0.266722397440483,-0.0996914675603424,-0.295543617666892,-0.0217370357320594,"C0425-S001NS01","Cow 04","Farm 25","Sep","2019-09-04","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"348",-0.304035395491393,-0.0690153825468872,-0.312819550939216,-0.0157439610425947,"C0425-V201NS01","Cow 04","Farm 25","Nov","2019-11-26","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"349",-0.238749032308812,0.181796683320707,0.147655029303894,-0.0131821372629042,"C0425-V301NS01","Cow 04","Farm 25","Feb","2020-02-20","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"350",-0.163651684494612,-0.182930595384719,-0.0915992117461681,0.0173736718980956,"C0426-S001NS01","Cow 04","Farm 26","Sep","2019-09-05","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"351",-0.298219967378008,0.0311408280366625,-0.116219249171599,0.0282068139431706,"C0426-V201NS01","Cow 04","Farm 26","Nov","2019-11-25","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"352",-0.287536918067741,0.3076540247207,0.208977060668229,-0.152400910862502,"C0426-V301NS01","Cow 04","Farm 26","Feb","2020-02-19","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"353",-0.210409469026751,0.153807172779798,0.133557378454559,0.0417680798675575,"C0427-S001NS01","Cow 04","Farm 27","Sep","2019-09-04","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"354",-0.298671404220704,0.253418492695734,0.12464117611826,0.0150815044128833,"C0427-V201NS01","Cow 04","Farm 27","Nov","2019-11-25","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"355",-0.289343191360577,0.00307607408417673,-0.210326546571962,-0.0368218672873115,"C0427-V301NS01","Cow 04","Farm 27","Feb","2020-02-21","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"356",-0.166858725256043,-0.420271971940715,0.250030622467299,-0.0206150972188561,"C0428-S001NS01","Cow 04","Farm 28","Sep","2019-09-10","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"357",-0.291112174104341,-0.0807211481284831,-0.237698893907499,-0.0676660555587634,"C0428-V201NS01","Cow 04","Farm 28","Dec","2019-12-10","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"358",-0.21885775632056,-0.222652672065971,0.405357241583226,-0.0711550733961324,"C0429-S001NS01","Cow 04","Farm 29","Sep","2019-09-17","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"359",-0.238524456133545,-0.190315251002156,-0.204212524064825,-0.084204047398292,"C0429-V201NS01","Cow 04","Farm 29","Dec","2019-12-10","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"360",-0.251060207701215,0.014015124011016,-0.320253261887338,0.0155611157297713,"C0433-V101NS01","Cow 04","Farm 33","Nov","2019-11-18","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"361",-0.222035166935477,0.116893540771657,-0.0680760475089607,0.0290576310300678,"C0433-V201NS01","Cow 04","Farm 33","Feb","2020-02-11","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"362",-0.194795158271667,-0.140591108286438,0.0493891346150432,-0.00882172641495945,"C0434-V101NS01","Cow 04","Farm 34","Nov","2019-11-07","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"363",-0.24518323800243,0.0417498676000303,-0.116517327882769,0.105980641281455,"C0434-V201NS01","Cow 04","Farm 34","Jan","2020-01-28","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"364",-0.262763978246779,0.00642540063321325,0.0123426393858964,0.00959673125969405,"C0435-V101NS01","Cow 04","Farm 35","Dec","2019-12-11","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"365",-0.195978940258123,-0.278656537463931,0.275530400119692,-0.105895696895293,"C0436-V101NS01","Cow 04","Farm 36","Nov","2019-11-21","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"366",-0.282089068508152,0.0426140753401204,-0.146459413526784,0.0152618957253589,"C0436-V201NS01","Cow 04","Farm 36","Feb","2020-02-17","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"367",-0.263887919427866,-0.156701019432941,-0.0889263998946671,-0.0482018366369885,"C0437-V101NS01","Cow 04","Farm 37","Jan","2020-01-13","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"368",-0.214365781652693,-0.0483034880628041,-0.285586058915499,-0.0764075840333155,"C0438-V101NS01","Cow 04","Farm 38","Jan","2020-01-14","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"369",-0.205006751948688,-0.053623008195842,0.0194402390050805,-0.148239093970045,"C0439-V101NS01","Cow 04","Farm 39","Jan","2020-01-10","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"370",-0.252583061046847,0.0312960232579799,-0.228586261314705,0.0443978452859435,"C0441-V101NS01","Cow 04","Farm 41","Feb","2020-02-13","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"371",-0.2795818635179,-0.139037006783775,-0.236523916030668,-0.110307941759658,"C0442-V101NS01","Cow 04","Farm 42","Feb","2020-02-20","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"372",-0.103227514577999,-0.0372815710123717,-0.175399335455444,-0.0946421070880539,"C0443-V101NS01","Cow 04","Farm 43","Feb","2020-02-28","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"373",-0.20137644215637,0.0752166653147884,-0.0368050733769197,0.0794810621329021,"C0502-V102NS01","Cow 05","Farm 02","Mar","2020-03-08","NASAL SWAB","Spring","Year 2","Cow","Cow (N=1186)"
"374",-0.333349272693026,0.404210334041212,0.268346978917379,-0.0843989972675583,"C0502-V401NS01","Cow 05","Farm 02","Nov","2019-11-27","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"375",-0.0143816448713085,-0.368487517738165,0.305628795094447,-0.0416453055826124,"C0504-S001NS01","Cow 05","Farm 04","Sep","2019-09-09","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"376",-0.132921196547888,0.200059240422632,0.263124174343561,-0.155027253859105,"C0504-V102NS01","Cow 05","Farm 04","Mar","2020-03-02","NASAL SWAB","Spring","Year 2","Cow","Cow (N=1186)"
"377",-0.203815497232893,-0.377435643854601,0.220578284678052,0.0204097662060612,"C0505-S001NS01","Cow 05","Farm 05","Sep","2019-09-11","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"378",0.207262290674416,-0.0769976334935114,0.0548609268056214,-0.116675607421746,"C0505-V102NS01","Cow 05","Farm 05","Mar","2020-03-04","NASAL SWAB","Spring","Year 2","Cow","Cow (N=1186)"
"379",-0.308362068708622,-0.0923256485948186,-0.263808445292028,-0.0885714548664257,"C0505-V401NS01","Cow 05","Farm 05","Dec","2019-12-04","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"380",-0.153017120620505,0.105713675903018,-0.0738248494146691,0.507538383855354,"C0506-V401NS01","Cow 05","Farm 06","Dec","2019-12-18","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"381",-0.267022869287042,-0.0717363804000707,-0.101712955484533,0.0148127716970178,"C0507-F001NS01","Cow 05","Farm 07","Oct","2019-10-01","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"382",-0.179922858970995,0.112080051343186,-0.0690088255075563,0.142755334903514,"C0507-V401NS01","Cow 05","Farm 07","Dec","2019-12-17","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"383",-0.260789095373472,-0.0678442867562426,0.0245389736807011,-0.0416353191291009,"C0511-V401NS01","Cow 05","Farm 11","Jan","2020-01-15","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"384",-0.304809395046464,-0.235147416608024,0.177894231386202,-0.137164997638186,"C0520-V201NS01","Cow 05","Farm 20","Oct","2019-10-31","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"385",-0.221747305697985,-0.358804361446166,0.136784673812128,-0.084808494418496,"C0520-V301NS01","Cow 05","Farm 20","Jan","2020-01-27","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"386",-0.25584365100364,-0.0111585505920803,-0.116663532133797,-0.0660127530355611,"C0521-V301NS01","Cow 05","Farm 21","Jan","2020-01-17","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"387",-0.224943921684676,0.352509108192218,0.299307754080402,-0.120620882266279,"C0602-V102NS01","Cow 06","Farm 02","Mar","2020-03-08","NASAL SWAB","Spring","Year 2","Cow","Cow (N=1186)"
"388",-0.253484761002752,0.151029348125861,0.0426417542344964,0.0300055330031559,"C0602-V401NS01","Cow 06","Farm 02","Nov","2019-11-27","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"389",-0.210687488059978,-0.422130363186533,0.132226555132063,-0.0239693352917464,"C0605-S001NS01","Cow 06","Farm 05","Sep","2019-09-11","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"390",-0.262278184969295,0.0228785436629289,-0.305451595696077,0.0746901032244194,"C0606-V401NS01","Cow 06","Farm 06","Dec","2019-12-18","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"391",-0.190145096482843,0.0201017657074892,-0.0904263299807224,0.0756877117788622,"C0611-V401NS01","Cow 06","Farm 11","Jan","2020-01-15","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"392",-0.301747797240165,-0.183654323152437,0.364138928432097,-0.131205307352057,"C0620-V301NS01","Cow 06","Farm 20","Jan","2020-01-27","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"393",0.150196757125853,-0.0901207085307819,0.0529480667192294,-0.108846314202968,"C0702-V102NS01","Cow 07","Farm 02","Mar","2020-03-08","NASAL SWAB","Spring","Year 2","Cow","Cow (N=1186)"
"394",-0.299888040234377,-0.01172931143192,-0.264794309298496,0.0133523660202962,"C0702-V401NS01","Cow 07","Farm 02","Nov","2019-11-27","NASAL SWAB","Autumn","Year 1","Cow","Cow (N=1186)"
"395",-0.0568879678069912,-0.23368730791717,-0.0481628293024917,-0.120356398472704,"C0705-V102NS01","Cow 07","Farm 05","Mar","2020-03-04","NASAL SWAB","Spring","Year 2","Cow","Cow (N=1186)"
"396",-0.269609267564885,-0.145970958235079,-0.120606074687324,0.00798938479533894,"C0705-V401NS01","Cow 07","Farm 05","Dec","2019-12-04","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"397",-0.0619170843543358,-0.117179204869457,-0.0900864572308659,-0.130189324484276,"C0805-V102NS01","Cow 08","Farm 05","Mar","2020-03-04","NASAL SWAB","Spring","Year 2","Cow","Cow (N=1186)"
"398",-0.328268193685439,0.129410069741284,0.0405723131199397,-0.0754395633822736,"C0805-V401NS01","Cow 08","Farm 05","Dec","2019-12-04","NASAL SWAB","Winter","Year 1","Cow","Cow (N=1186)"
"399",-0.087951207909065,-0.395817755661749,0.333728234754717,0.0346408994897283,"D0101-S001NS01","Control 01","Farm 01","Jul","2019-07-10","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"400",-0.104353605128646,-0.385562080125813,0.385167103248904,0.0543187922438177,"D0101-V301NS01","Control 01","Farm 01","Jan","2020-01-06","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"401",-0.0109212940556049,0.00783027338927959,0.0907700634538604,0.610762913971587,"D0102-F001NS01","Control 01","Farm 02","Oct","2019-10-24","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"402",-0.0699556162276632,-0.313651775780375,0.32988931200894,0.479661536986463,"D0102-P001NS01","Control 01","Farm 02","Apr","2019-04-23","NASAL SWAB","Spring","Year 1","Non-Farmer","Non-Farmer (N=510)"
"403",-0.0938776266532889,-0.368309436605409,0.390329253719724,0.298783850914222,"D0102-S001NS01","Control 01","Farm 02","Jul","2019-07-25","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"404",-0.0632170067516117,0.126504685451615,0.0770886521625204,0.698733668018424,"D0102-V401NS01","Control 01","Farm 02","Jan","2020-01-23","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"405",0.307770037794596,0.0638554007528498,-0.00700167254793903,0.0240277935061318,"D0103-F001NS01","Control 01","Farm 03","Oct","2019-10-31","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"406",-0.0237250546125017,-0.184882488742423,0.133803098765019,0.0240781914328893,"D0103-S001NS01","Control 01","Farm 03","Jul","2019-07-03","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"407",0.104551918817846,-0.332204233049811,0.266534565146092,0.124234289421677,"D0104-P001NS01","Control 01","Farm 04","May","2019-05-01","NASAL SWAB","Spring","Year 1","Non-Farmer","Non-Farmer (N=510)"
"408",-0.0395793147528573,-0.108423323106008,0.178995509172714,0.565821388094284,"D0104-S001NS01","Control 01","Farm 04","Aug","2019-08-01","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"409",0.00359988530148044,0.00407222679512537,0.107151474576377,0.592173895427701,"D0104-V301NS01","Control 01","Farm 04","Nov","2019-11-08","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"410",-0.0282786954163415,-0.0388893194365528,0.127378069201062,0.143997569193883,"D0104-V401NS01","Control 01","Farm 04","Feb","2020-02-03","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"411",0.414871896609412,0.097098125636285,-0.00715320817100651,-0.075144869834727,"D0105-S001NS01","Control 01","Farm 05","Aug","2019-08-01","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"412",0.210922316335765,-0.052258043943548,0.0774614668712247,0.0620490941211131,"D0105-V201NS01","Control 01","Farm 05","Feb","2020-02-19","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"413",0.498884277411671,0.108996075392858,-0.0274100099155241,-0.0050362021056872,"D0106-S001NS01","Control 01","Farm 06","Aug","2019-08-05","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"414",0.503340392849009,0.125586363311194,-0.0371757898639058,-0.0173224779009737,"D0106-V201NS01","Control 01","Farm 06","Nov","2019-11-05","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"415",0.510574208355377,0.146891039783509,-0.0505344060882483,-0.0473924888541273,"D0106-V301NS01","Control 01","Farm 06","Jan","2020-01-28","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"416",0.10623740397641,-0.393487995909676,0.312712710493434,0.00289295558945942,"D0107-S001NS01","Control 01","Farm 07","Sep","2019-09-03","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"417",0.115864300360167,-0.372435393454462,0.270698034059656,-0.0215905568984476,"D0107-V201NS01","Control 01","Farm 07","Dec","2019-12-02","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"418",0.234872556655541,-0.226402751380825,0.168591636706064,-0.0926116431373179,"D0107-V301NS01","Control 01","Farm 07","Mar","2020-03-09","NASAL SWAB","Spring","Year 2","Non-Farmer","Non-Farmer (N=510)"
"419",0.497165802558285,0.153141630514908,-0.0577039127813193,-0.0659390867049094,"D0108-S001NS01","Control 01","Farm 08","Oct","2019-10-14","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"420",0.17112531187633,-0.0319911250973494,0.0516504338631256,0.132617008698341,"D0108-V201NS01","Control 01","Farm 08","Jan","2020-01-06","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"421",0.0592243799832987,-0.0924929859994645,0.0942929163410968,0.150305077306461,"D0109-F001NS01","Control 01","Farm 09","Sep","2019-09-18","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"422",0.381978283765208,0.0567425205263058,0.00656814641169331,0.0760118652880157,"D0109-S001NS01","Control 01","Farm 09","Jun","2019-06-18","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"423",0.401836950425476,-0.0628264186610075,0.0680464708061412,-0.00178847672857933,"D0109-V301NS01","Control 01","Farm 09","Dec","2019-12-19","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"424",0.508240351200129,0.111632189749892,-0.0248741876933734,0.00330133213516606,"D0110-F001NS01","Control 01","Farm 10","Sep","2019-09-26","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"425",0.48932583379708,0.102410523829814,-0.0102314220574498,0.00859337294069384,"D0110-S001NS01","Control 01","Farm 10","Jun","2019-06-26","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"426",0.235031306889607,-0.317225322952082,0.246402878802478,0.0292211368221941,"D0110-V301NS01","Control 01","Farm 10","Feb","2020-02-04","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"427",0.139514815577328,-0.160408919355309,0.164051671460162,0.430013692928012,"D0111-P001NS01","Control 01","Farm 11","Jun","2019-06-13","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"428",0.193203323900292,-0.325234105200507,0.266994618394793,0.118766219181065,"D0111-S001NS01","Control 01","Farm 11","Sep","2019-09-23","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"429",0.00488850713843598,-0.16191275664243,0.129394932132014,0.377762527294306,"D0111-V401NS01","Control 01","Farm 11","Dec","2019-12-17","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"430",0.348987884369808,-0.273313212693057,0.221243711183911,-0.0641889594767535,"D0112-S001NS01","Control 01","Farm 12","Aug","2019-08-29","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"431",0.375028095841784,-0.164092538760799,0.131642827274201,-0.0994214472465725,"D0112-V201NS01","Control 01","Farm 12","Nov","2019-11-21","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"432",0.301691517769007,-0.0382750946455615,0.081015474615119,0.355814496891438,"D0114-S001NS01","Control 01","Farm 14","Sep","2019-09-03","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"433",0.283644647694989,-0.0573782655704354,0.0132905917374591,-0.136253932854361,"D0114-V201NS01","Control 01","Farm 14","Dec","2019-12-12","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"434",0.285292357692973,-0.073436349991381,0.0583325356550065,-0.117590293780964,"D0114-V301NS01","Control 01","Farm 14","Mar","2020-03-05","NASAL SWAB","Spring","Year 2","Non-Farmer","Non-Farmer (N=510)"
"435",0.219674119717661,-0.325204297387382,0.257497035839609,-0.0492077425152015,"D0115-S001NS01","Control 01","Farm 15","Aug","2019-08-14","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"436",0.0398011333823797,-0.147786373125938,0.127018373746226,0.134924513074468,"D0115-V201NS01","Control 01","Farm 15","Feb","2020-02-14","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"437",0.233790916597949,-0.318105149923836,0.244816596147237,-0.0346235437123689,"D0116-S001NS01","Control 01","Farm 16","Sep","2019-09-16","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"438",0.0257357501153271,-0.182736816511229,0.167998473068929,-0.0551290874663871,"D0116-V201NS01","Control 01","Farm 16","Dec","2019-12-05","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"439",0.176160644343762,-0.105350166168341,0.0631551579635497,-0.101193457038787,"D0116-V301NS01","Control 01","Farm 16","Feb","2020-02-27","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"440",0.145613685899399,-0.374793279527589,0.291588892169834,-0.00604189959178551,"D0117-F001NS01","Control 01","Farm 17","Oct","2019-10-28","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"441",0.155853231942235,-0.322803865193368,0.239000314402651,-0.0114431609003412,"D0117-S001NS01","Control 01","Farm 17","Jul","2019-07-11","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"442",0.0214153301774959,-0.106154314810309,0.174585290029216,0.525586289389108,"D0117-V301NS01","Control 01","Farm 17","Jan","2020-01-23","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"443",0.43372558963099,-0.0765004363082863,0.075085424346387,-0.0296956291369305,"D0119-S001NS01","Control 01","Farm 19","Aug","2019-08-12","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"444",0.14407260687478,-0.379626621148066,0.297839881030697,-0.0117413922448094,"D0120-S001NS01","Control 01","Farm 20","Sep","2019-09-11","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"445",0.335746547356878,-0.283381673762529,0.228366302601299,-0.0776499258432814,"D0120-V201NS01","Control 01","Farm 20","Dec","2019-12-04","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"446",0.186564328429614,-0.174629930866023,0.119719505097377,-0.0405924851097091,"D0120-V301NS01","Control 01","Farm 20","Feb","2020-02-26","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"447",0.45398790550462,-0.0079052427954928,0.0342547368873426,-0.0139337900846197,"D0121-S001NS01","Control 01","Farm 21","Aug","2019-08-29","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"448",0.426741793263284,-0.144483500817698,0.125221259998193,-0.0743532931205421,"D0121-V201NS01","Control 01","Farm 21","Nov","2019-11-20","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"449",0.41810284373091,-0.154360052135999,0.132677482774432,-0.0902604543146817,"D0121-V301NS01","Control 01","Farm 21","Feb","2020-02-12","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"450",0.0854674522321443,0.0231673464080112,0.0747902628106566,0.584896076224291,"D0122-S001NS01","Control 01","Farm 22","Aug","2019-08-21","NASAL SWAB","Summer","Year 1","Non-Farmer","Non-Farmer (N=510)"
"451",-0.0830454391196333,-0.388616528694757,0.369388742237833,0.0506931050164602,"D0123-S001NS01","Control 01","Farm 23","Sep","2019-09-11","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"452",0.00606479317161088,-0.351064045219302,0.264923075530675,0.00280432727542406,"D0123-V201NS01","Control 01","Farm 23","Dec","2019-12-04","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"453",0.138247049293398,-0.366987204917147,0.281094093932509,-0.025971665078191,"D0123-V301NS01","Control 01","Farm 23","Mar","2020-03-04","NASAL SWAB","Spring","Year 2","Non-Farmer","Non-Farmer (N=510)"
"454",0.382707436884529,-0.221439257951147,0.179961244938722,-0.0808108228336427,"D0124-S001NS01","Control 01","Farm 24","Sep","2019-09-10","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"455",0.379520169112686,-0.0229070000751901,0.0365346835534719,0.025981572673925,"D0124-V201NS01","Control 01","Farm 24","Dec","2019-12-03","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"456",0.405614021154393,-0.0411066637890895,0.0386186234034607,-0.0558149034933009,"D0124-V301NS01","Control 01","Farm 24","Mar","2020-03-03","NASAL SWAB","Spring","Year 2","Non-Farmer","Non-Farmer (N=510)"
"457",0.215794255494085,-0.320379052566629,0.24588073820799,0.0277280654653346,"D0125-V201NS01","Control 01","Farm 25","Dec","2019-12-19","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"458",0.205812247670835,-0.130147144930665,0.0778092887850549,-0.0655419436296499,"D0126-V301NS01","Control 01","Farm 26","Mar","2020-03-10","NASAL SWAB","Spring","Year 2","Non-Farmer","Non-Farmer (N=510)"
"459",0.318235286113895,-0.101624499097699,0.0741813965398949,0.0273443014796586,"D0127-V101NS01","Control 01","Farm 27","Dec","2019-12-11","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"460",0.256212189708434,-0.117300551932365,0.0540523195020299,-0.0790030252385168,"D0127-V201NS01","Control 01","Farm 27","Mar","2020-03-09","NASAL SWAB","Spring","Year 2","Non-Farmer","Non-Farmer (N=510)"
"461",0.156275235399424,-0.239645024444825,0.187620563791113,0.081302053001011,"D0128-F001NS01","Control 01","Farm 28","Sep","2019-09-27","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"462",0.069072719711753,-0.335264962243191,0.268879003823222,0.00227640060851068,"D0129-F001NS01","Control 01","Farm 29","Oct","2019-10-11","NASAL SWAB","Autumn","Year 1","Non-Farmer","Non-Farmer (N=510)"
"463",0.0535687729624982,-0.359423548198986,0.296711330757575,0.000588424563414342,"D0129-V201NS01","Control 01","Farm 29","Jan","2020-01-03","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
"464",0.447957065296519,-0.0496695782788061,0.0492312916824938,-0.0825668805628501,"D0133-V101NS01","Control 01","Farm 33","Jan","2020-01-30","NASAL SWAB","Winter","Year 1","Non-Farmer","Non-Farmer (N=510)"
