feature	Corynebacterium	Psychrobacter	Staphylococcus	Moraxella	Weissella	Dolosigranulum	Acetobacter	Streptococcus	Faucicola	Mannheimia	Aerococcus	Peptoniphilus	Romboutsia	Pseudomonas	Lentilactobacillus	Carnobacterium	Lactobacillus	Finegoldia	Turicibacter	UCG.005	Jeotgalicoccus	Acinetobacter	Anaerococcus	Paeniclostridium	Kocuria	Sphingobacterium	Facklamia	Rothia	Latilactobacillus	Clostridium.sensu.stricto.1	Lactiplantibacillus	Pediococcus	Sphingomonas	Lactococcus	Glutamicibacter	Clostridioides	Haemophilus	Salinicoccus	Bifidobacterium	Knoellia	Lachnospiraceae.NK3A20.group	HT002	Bacteroides	Brevibacterium	Brachybacterium	Fusobacterium	Planococcus	Mycoplasma	Thermoactinomyces	Jeotgalibaca	Lawsonella	Levilactobacillus	Atopostipes	Porphyromonas	Filobacterium	Enterococcus	Oceanobacillus	Curtobacterium	Enhydrobacter	Ornithinimicrobium	Aerosphaera	Dietzia	Leuconostoc	Saccharopolyspora	Ignavigranum	Companilactobacillus	Loigolactobacillus	Neorhizobium	Caryophanon	Ruminobacter	Actinomyces	Bacillus	Macrococcus	Pseudarthrobacter	Gemella	Chryseobacterium	Treponema	Alistipes	Massilia	Blautia	Mogibacterium	Campylobacter	Kurthia	UCG.001	Flavobacterium	Christensenellaceae.R.7.group	Frondihabitans	Comamonas	Pseudoclavibacter	Paracoccus	Prevotellaceae.UCG.004	Phascolarctobacterium	Ligilactobacillus	Actinobacillus	Methylobacterium.Methylorubrum	Acetitomaculum	Pedobacter	NK4A214.group	Lysinibacillus	Lachnospiraceae.AC2044.group	Paeniglutamicibacter	Ornithinicoccus	Stenotrophomonas	Alloprevotella	X.Ruminococcus..torques.group	Cellulosilyticum	Rhodococcus	Methanobrevibacter	Prevotella	Nesterenkonia	Dorea	Rikenellaceae.RC9.gut.group	Colidextribacter	Succinivibrio	Mailhella	Nocardiopsis	Prevotellaceae.UCG.003	Agathobacter	Prevotella_7	Citricoccus	Paenibacillus	Aliicoccus	Arcobacter	Bergeyella	Monoglobus	Lachnospiraceae.UCG.010	Lachnospiraceae.UCG.004	Roseburia	Thermomonas	Veillonella	Lachnospiraceae.UCG.001	Flaviflexus	Cutibacterium	Aureimonas	Parasutterella	Coprococcus	X.Ruminococcus..gauvreauii.group	Leucobacter	Sanguibacter.Flavimobilis	Prevotellaceae.UCG.001	Methanosphaera	Marvinbryantia	Brevundimonas	Family.XIII.AD3011.group	Nocardioides	X.Eubacterium..brachy.group	Frisingicoccus	Akkermansia	Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	Erysipelothrix	W5053	Anaerosporobacter	Hymenobacter	UCG.009	Halomonas	Cellvibrio	X.Eubacterium..nodatum.group	Marinospirillum	Ruminococcus	Luteimonas	dgA.11.gut.group	Devosia	Acholeplasma	X.Eubacterium..hallii.group
C0408-S001NS01	0.00158702168929642	0.00775877270322694	0.132075471698113	0	0.513048845000882	0	0.00546640804090989	0.00573091165579263	0	0.00352671486510316	0.0656850643625463	0.00079351084464821	0	0	0.00758243695997179	0.0244225004408394	0.00467289719626168	0	0	0	0	0.0886087109857168	0	0	0.00149885381766884	0	0	0	0	0	0	0.00740610121671663	0	0.011726326926468	0.00141068594604126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00740610121671663	0	0	0	0	0	0	0.0219538000352671	0	0	0	0	0	0	0	0	0.000881678716275789	0.0183389172985364	0	0	0	0	0	0	0	0	0	0.0667430788220772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001675189560924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C0409-F001NS01	0.178554647119632	0.0307301945305892	0.11192557090499	0.0786580208627009	0.0250916267268114	0	0	0.00451085424302227	0.00488675876327413	0.0773423550418194	0.0133446104689409	0	0.0299783854900855	0	0	0	0	0	0.018231369232215	0	0.0249976505967484	0.0510290386241895	0	0.0152241330702002	0.0727375246687341	0	0.0273470538483225	0.00451085424302227	0	0.023588008645804	0	0	0.00140964195094446	0.00413494972277042	0.0191711305328447	0.00667230523447044	0	0.0584531528991636	0	0.00263133164176299	0.0010337374306926	0	0	0.0127807536885631	0.00883375622591862	0	0.0023494032515741	0	0.000751809040503712	0.00272530777182596	0	0	0.0145663001597594	0	0.0013156658208815	0.0036650690724556	0	0	0	0	0.0093976130062964	0.00375904520251856	0.000845785170566676	0	0.0083638755756038	0	0.00300723616201485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00845785170566676	0.00093976130062964	0.00187952260125928	0	0	0.00150361808100742	0.000563856780377784	0.00197349873132224	0	0	0	0.00093976130062964	0.0010337374306926	0	0	0	0	0	0	0	0	0	0	0.00620242458415562	0	0.00112771356075557	0	0.00394699746264449	0	0	0	0	0	0.00582652006390377	0	0	0	0	0	0.00206747486138521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122168969081853	0	0	0	0	0.0010337374306926	0	0.000657832910440748	0	0	0	0	0	0.00112771356075557	0	0	0	0.00093976130062964	0	0	0	0	0	0	0	0	0
C0409-P001NS01	0.176949080921192	0.0120431016268751	0.379252060004226	0	0.00707796323684767	0	0	0.00602155081343757	0.0356010986689203	0	0.0115148954151701	0	0.0305303190365519	0.0010564124234101	0	0.00253538981618424	0	0	0.0226072258609761	0	0.0445806042679062	0.00190154236213818	0.00116205366575111	0.0156349038664695	0.0601098668920347	0.00063384745404606	0.021233889710543	0.00179590111979717	0	0.00866258187196281	0.00517642087470949	0	0	0	0.00507077963236848	0.00971899429537292	0	0.0453200929642933	0.00253538981618424	0.00485949714768646	0	0	0	0.00887386435664483	0.00750052820621171	0	0.00137333615043313	0	0.0021128248468202	0.00295795478554828	0	0	0.0160574688358335	0	0.00179590111979717	0.021128248468202	0	0	0	0.00137333615043313	0	0.00654975702514262	0	0	0.00274667230086626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00221846608916121	0.00126769490809212	0	0	0	0	0	0	0	0	0	0	0.0010564124234101	0	0	0	0	0	0.00052820621170505	0	0	0	0.00559898584407353	0	0	0	0.0021128248468202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116205366575111	0	0	0	0	0	0	0	0	0	0	0	0	0
C0409-S001NS01	0.111985799181909	0.0155128501968048	0.246044609091611	0.00146638882457359	0.00185228062051401	0	0	0.00933858146175812	0.0472331558231072	0.344138303619665	0.00162074554294976	0	0.0186771629235162	0	0	0	0	0	0.0135062128579146	0.00239252913483059	0.00918422474338196	0.0115767538782125	0	0.00833526279231304	0.00594273365748244	0.00200663733889018	0.0145867098865478	0.00463070155128502	0	0.0132746777803504	0	0	0	0.000694605232692753	0.00162074554294976	0.00254688585320676	0	0.0319518407038666	0.00254688585320676	0.00277842093077101	0.00316431272671143	0	0	0.00594273365748244	0.0075634792004322	0	0	0	0	0.00200663733889018	0	0	0.00656016053098711	0	0.000926140310257004	0.00254688585320676	0	0	0	0	0.0047078799104731	0.00493941498803735	0	0	0.0121170023925291	0	0	0.000694605232692753	0.00185228062051401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146638882457359	0	0	0.00084896195106892	0	0.00084896195106892	0	0	0	0	0	0.00115767538782125	0	0	0	0	0	0	0	0	0	0.00108049702863317	0	0.00100331866944509	0	0.00324149108589951	0	0	0	0	0	0	0	0	0	0	0	0.00864397622906537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000771783591880837	0.00169792390213784	0	0	0	0.000771783591880837	0	0	0	0	0	0	0	0	0
C0410-F001NS01	0.0261738993875308	0.00235565094487777	0.157776265508035	0.000575825786525677	0.0673716170235042	0	0.0291053761189342	0.00251269434120295	0	0	0.00554886667015652	0	0.00581060566403183	0	0.00329791132282887	0	0	0	0.00146573836570172	0.0181646861749463	0.00109930377427629	0.011045385541538	0	0.00214625974977752	0.00837564780400984	0.00335025912160394	0.00167512956080197	0.000732869182850861	0.0246034654242789	0.00486834528608072	0.0955870805632623	0.175155734701356	0.00225095534732765	0.00617704025545726	0.00219860754855258	0.000994608176726169	0	0	0.000994608176726169	0.00225095534732765	0	0	0.00649112704810763	0.00759043082238392	0.00277443333507826	0	0	0	0.0116735591268387	0.000994608176726169	0	0.0341307648013401	0.000785216981625923	0	0	0.00256504213997801	0	0	0.000837564780400984	0	0.0006805213840758	0.00141339056692666	0.16609956551327	0	0.000785216981625923	0	0.0179552949798461	0	0	0.00397843270690468	0	0.0320368528503376	0	0	0	0.00115165157305135	0	0.00209391195100246	0	0	0	0	0.00109930377427629	0	0.000889912579176046	0.000889912579176046	0	0	0.000889912579176046	0.00104695597550123	0.00109930377427629	0.000575825786525677	0	0.00193686855467728	0.0116212113280637	0.00125634717060148	0	0	0	0	0	0	0.00486834528608072	0.00162278176202691	0.000889912579176046	0	0	0	0	0	0	0.00439721509710517	0	0	0	0	0.0027220855363032	0.00151808616447678	0	0	0	0	0	0	0	0	0	0	0	0	0.000837564780400984	0	0	0	0.000785216981625923	0	0	0	0	0.000837564780400984	0	0	0.00146573836570172	0	0.00104695597550123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C0410-P001NS01	0.116846284741917	0.0509359047078843	0.471582529778786	0.00147475893363585	0.00748723766307431	0	0	0	0	0.00102098695405559	0.0230289279636982	0	0.0145207033465683	0	0.00975609756097561	0.00158820192853091	0.00510493477027793	0	0.00635280771412365	0.00283607487237663	0.00692002268859898	0.00510493477027793	0	0.00306296086216676	0.137492909812819	0	0.005218377765173	0.00419739081111741	0	0.00567214974475326	0.00147475893363585	0.00862166761202496	0	0	0.0333522404991492	0.00283607487237663	0	0	0	0.00192853091321611	0	0	0	0.0146341463414634	0.00941576857629041	0	0	0	0.00328984685195689	0.00238230289279637	0	0	0.000794100964265457	0	0	0.00306296086216676	0	0	0.0026091888825865	0	0	0.00941576857629041	0	0.00510493477027793	0	0	0.00215541690300624	0.000794100964265457	0	0	0.00147475893363585	0.00170164492342598	0	0	0	0.00340328984685196	0	0	0	0	0	0	0	0	0	0	0	0	0.00192853091321611	0.00136131593874078	0	0	0.00306296086216676	0	0	0.000794100964265457	0	0	0	0	0	0	0.00170164492342598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102098695405559	0.000680657969370391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000794100964265457	0	0	0	0	0	0	0	0	0
C0410-S001NS01	0.034960036389629	0.00292416661251543	0.407953733186042	0	0.119111053349795	0	0.00747287023198388	0	0	0	0.00578335174475274	0	0.00116966664500617	0	0.00617324062642147	0	0	0	0	0.0015595555266749	0.00818766651504321	0.348300734290727	0	0	0	0.00324907401390604	0.00175449996750926	0	0	0.00123464812528429	0	0.00630320358697771	0	0	0	0	0	0	0	0	0	0	0.00110468516472805	0.00181948144778738	0.00207940736889986	0	0	0.00792774059393073	0.00201442588862174	0	0	0	0	0	0.00162453700695302	0	0	0	0.00142959256611866	0	0.000649814802781207	0.00090974072389369	0	0	0	0.00116966664500617	0	0	0	0.00116966664500617	0	0.00402885177724349	0	0	0	0.00617324062642147	0	0	0	0	0	0	0.000974722204171811	0	0	0	0	0	0	0.000519851842224966	0	0	0.00259925921112483	0	0.000714796283059328	0	0	0	0.00090974072389369	0	0	0	0	0	0	0	0	0	0	0	0	0.000714796283059328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00090974072389369	0	0	0	0	0	0	0	0	0	0	0	0.00441874065891221	0	0	0	0	0	0	0	0	0
C0410-V401NS01	0.0513927030207925	0.291225317117824	0.018307833137178	0	0.000915391656858899	0	0	0.0018307833137178	0	0	0.00405387733751798	0	0.0300771544396495	0.0738851837321826	0	0.00836929514842422	0	0	0.00614620112462404	0.0353079639074147	0.0311233163332026	0.0618543219563227	0	0.0206616973976723	0	0.00771544396495358	0.00601543088792991	0.00300771544396495	0	0.00693082254478881	0.00170001307702367	0	0.00431541781090624	0	0.00483849875768275	0.00863083562181248	0	0	0.00810775467503596	0	0.0177847521904015	0	0.023407872368249	0.00235386426049431	0.0036615666274356	0	0.00810775467503596	0	0.0289002223094024	0.011246240355695	0	0	0.0122924022492481	0	0	0	0	0	0	0	0	0	0.000915391656858899	0.00457695828429449	0	0	0	0	0.0192232247940369	0	0	0	0	0.00745390349156532	0	0.00915391656858899	0.000653851183470642	0.0138616450895776	0	0	0.00418464757421211	0.000915391656858899	0	0.00326925591735321	0.0027461749705767	0.00745390349156532	0	0.00313848568065908	0	0	0.00928468680528312	0.00235386426049431	0	0.00117693213024716	0.0018307833137178	0.00196155355041193	0.0122924022492481	0.000915391656858899	0	0	0.0160847391133778	0	0.000653851183470642	0.00222309402380018	0	0	0	0.010200078462142	0.00196155355041193	0	0	0.0173924414803191	0	0	0.00222309402380018	0	0.00562312017784752	0.00104616189355303	0	0	0	0	0	0	0.00536157970445927	0.0018307833137178	0.00104616189355303	0	0	0	0	0	0	0.00117693213024716	0	0.00078462142016477	0	0.00353079639074147	0.00130770236694128	0.00078462142016477	0.000653851183470642	0	0	0.000915391656858899	0	0.00222309402380018	0	0.00340002615404734	0	0.00614620112462404	0	0	0.000653851183470642	0.00300771544396495	0	0.00170001307702367	0	0.00104616189355303	0.00078462142016477	0.000915391656858899	0.00143847260363541	0.00156924284032954	0	0.00078462142016477
C0411-F001NS01	0.0551470588235294	0.00100267379679144	0.214795008912656	0.00924688057040998	0.0815508021390374	0.00222816399286987	0.00289661319073084	0.062277183600713	0	0	0.0757575757575757	0	0.0132575757575758	0.000779857397504456	0.0920231729055258	0	0	0	0.00445632798573975	0.017602495543672	0.0102495543672014	0.0144830659536542	0.00200534759358289	0.00311942959001783	0.0276292335115865	0.00245098039215686	0.0285204991087344	0.00200534759358289	0.0313057040998217	0.00222816399286987	0.0089126559714795	0.0115864527629234	0	0	0	0.00423351158645276	0	0	0.00256238859180036	0.00167112299465241	0.00278520499108734	0	0.0149286987522282	0.00378787878787879	0.00434491978609626	0	0.00100267379679144	0.00233957219251337	0	0	0	0.00256238859180036	0	0	0.00100267379679144	0	0.0142602495543672	0	0.0104723707664884	0	0	0.00601604278074866	0.00668449197860962	0	0	0.00813279857397504	0.00434491978609626	0	0.00267379679144385	0.0114750445632799	0.00089126559714795	0.00946969696969697	0	0	0	0.00167112299465241	0.00155971479500891	0.00367647058823529	0	0	0.00111408199643494	0.00111408199643494	0.00512477718360071	0.00144830659536542	0	0.00133689839572193	0	0	0	0	0.00211675579322638	0	0.00211675579322638	0.0203877005347594	0	0.00289661319073084	0	0	0	0.00334224598930481	0	0	0	0.00245098039215686	0	0	0	0.0158199643493761	0.000779857397504456	0.00144830659536542	0	0.0128119429590018	0	0	0.00211675579322638	0	0	0	0	0	0	0	0	0.00189393939393939	0.00122549019607843	0	0	0	0.00111408199643494	0	0.00100267379679144	0	0	0	0.00111408199643494	0.00100267379679144	0	0	0	0.000779857397504456	0.0017825311942959	0.00100267379679144	0	0.00167112299465241	0	0	0.00100267379679144	0.000557040998217469	0	0	0.00111408199643494	0	0	0	0	0	0	0.00222816399286987	0.00378787878787879	0	0.00222816399286987	0	0	0
C0411-P001NS01	0.156939463101837	0.00999891316161287	0.261928051298772	0.039126181936746	0.0609716335180959	0	0	0.0052168242582328	0	0.0416259102271492	0.104662536680796	0	0.0124986414520161	0	0.0185849364199544	0.00565155961308553	0	0	0.00630366264536463	0.00184762525812412	0.00836865558091512	0.066405825453755	0	0.00141288990327138	0.0764047386153679	0	0.0121725899358765	0.00336919900010868	0.00565155961308553	0.00347788283882187	0.0084773394196283	0.0032605151613955	0.00271709596782958	0	0.0153244212585589	0.00304314748396913	0	0	0.00358656667753505	0.00293446364525595	0.00163025758069775	0	0.0006521030322791	0.00532550809694598	0.00619497880665145	0	0	0	0.0019563090968373	0.0013042060645582	0	0.00336919900010868	0.000760786870992283	0	0	0.0026084121291164	0	0.00304314748396913	0.0105423323551788	0	0	0.00434735354852733	0	0	0	0.000869470709705467	0.0032605151613955	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000869470709705467	0	0.00173894141941093	0.00141288990327138	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00239104445169003	0	0	0	0	0	0	0	0	0	0.0019563090968373	0	0	0	0.000543419193565917	0	0	0	0	0	0	0	0	0	0	0	0.00173894141941093	0	0	0	0	0	0	0	0	0	0	0	0	0.000760786870992283	0	0	0	0.000760786870992283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C0411-S001NS01	0.103977610041557	0.00873547621066915	0.381816639810025	0.0684420320583496	0.0536002035450768	0	0	0.0124671359511492	0	0	0.0221355270969383	0	0.0215418539564074	0.00110253583241455	0.0238317360698838	0	0	0	0.00525824781613095	0.00288355525400729	0.00491900602154185	0.00865066576202188	0	0.00491900602154185	0.0507166482910695	0.00161139852429819	0.00797218217284369	0.0382495123399203	0	0.00441014332965821	0	0.00678483589178187	0	0.00551267916207277	0	0.00347722839453821	0	0	0.00203545076753456	0.00195064031888729	0.00262912390806547	0	0	0.0178950046645747	0.0122127046052074	0	0.000678483589178187	0	0.00992282249173098	0	0	0	0.00237469256212365	0	0	0.00500381647018913	0.00203545076753456	0	0.00670002544313459	0	0.000848104486472733	0.00822661351878551	0	0.0159443643456874	0.00152658807565092	0	0.00228988211347638	0	0.00398609108642185	0.00161139852429819	0	0.0025443134594182	0	0	0	0.00178101942159274	0	0.00178101942159274	0	0	0	0	0.00457976422695276	0	0	0.00441014332965821	0	0	0.00271393435671275	0.00441014332965821	0	0	0	0.0038164701891273	0.00076329403782546	0.00203545076753456	0	0.00135696717835637	0	0	0	0	0	0	0	0.0012721567297091	0.00559748961072004	0.00390128063777457	0.00678483589178187	0	0	0.00237469256212365	0.000593673140530913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012721567297091	0	0	0.00169620897294547	0	0	0	0	0	0	0	0	0	0	0.00449495377830549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000932914935120007	0	0	0	0	0
C0412-P001NS01	0.0281473899692938	0.235798362333675	0.109263050153531	0.0161207778915046	0.0048618219037871	0	0	0.0468270214943705	0	0.0106192425793245	0.0716479017400205	0	0.0994114636642784	0.00179119754350051	0	0	0	0	0.0411975435005118	0.0388945752302968	0.0340327533265097	0.00383828045035824	0.00294268167860798	0.0371033776867963	0.0255885363357216	0	0.00652507676560901	0.00345445240532242	0	0.0116427840327533	0	0	0.00063971340839304	0	0	0.0252047082906858	0	0.0117707267144319	0.0223899692937564	0.00281473899692938	0.00524564994882293	0	0.00818833162743091	0.00422210849539406	0.00460593654042989	0.000895598771750256	0.00626919140225179	0	0	0.0121545547594678	0	0	0.00908393039918117	0	0.00115148413510747	0	0	0.0016632548618219	0	0	0	0.00498976458546571	0	0	0.00332650972364381	0	0	0	0	0	0	0	0	0	0	0.000767656090071648	0	0.00255885363357216	0	0	0	0	0	0	0	0.00498976458546571	0	0	0	0.00614124872057318	0.00127942681678608	0	0	0.00179119754350051	0	0	0	0.000895598771750256	0	0	0	0	0	0.00115148413510747	0	0.00383828045035824	0	0.0063971340839304	0	0	0	0.00307062436028659	0	0	0	0	0	0.00191914022517912	0	0	0	0	0	0	0	0	0	0	0	0	0.00179119754350051	0	0	0	0	0	0.00127942681678608	0	0.00409416581371546	0	0.00140736949846469	0	0	0	0	0	0	0	0	0	0	0	0	0.00115148413510747	0	0	0	0	0.00115148413510747	0	0	0	0	0
C0412-S001NS01	0.0220944505459009	0.00122746947477227	0.288196911945216	0.0829510950319788	0.00620195103042832	0	0.0112410362426513	0.101815362749532	0.394469926997868	0.00626655468699528	0.00413463402028555	0	0.00251954260611151	0	0.00077524387880354	0	0	0	0.00122746947477227	0.000581432909102655	0.00310097551521416	0.00142128044447316	0	0.00187350604044189	0.0142774081012985	0	0.00206731701014277	0.00374701208088378	0	0	0	0.000710640222236579	0	0	0	0.00129207313133923	0	0.0013566767879062	0	0.000969054848504425	0	0	0	0.0140835971315976	0.00200271335357581	0	0	0	0	0.000839847535370502	0	0	0	0	0	0	0	0	0	0	0	0.00109826216163835	0	0.000839847535370502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00310097551521416	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0219006395762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161509141417404	0	0	0	0	0	0	0	0	0
C0412-V301NS01	0.00329308452250274	0.011068422978412	0.00109769484083425	0.143386388583974	0.044456641053787	0	0	0.00201244054152945	0.235364068788877	0.285903768752287	0.00461946578851079	0	0.00713501646542261	0	0	0	0	0	0.00274423710208562	0.00855287230150018	0.0031101353823637	0	0	0.00407061836809367	0.00214965239663374	0	0.00237833882180754	0	0.0638492499085254	0.00228686425173802	0	0.00114343212586901	0.00224112696670326	0	0	0.00169227954628613	0	0	0	0	0.00617453347969265	0	0.00278997438712038	0	0	0	0	0	0	0.000823271130625686	0	0	0.00128064398097329	0	0	0	0	0.00155506769118185	0	0	0	0	0.122850347603366	0	0	0	0	0.00397914379802415	0	0	0	0	0	0	0	0	0.000594584705451884	0.00118916941090377	0	0	0.000594584705451884	0	0	0	0	0.00155506769118185	0.000640321990486645	0	0	0	0.000869008415660446	0	0	0	0.00169227954628613	0.00105195755579949	0.000640321990486645	0	0	0	0	0	0.000731796560556165	0	0	0	0	0.00210391511159898	0	0	0	0.000640321990486645	0	0	0	0	0.00132638126600805	0	0	0	0	0	0	0.0124862788144896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000548847420417124	0	0	0	0	0	0	0.000594584705451884	0	0	0	0.000731796560556165	0	0	0	0	0	0	0	0	0	0	0
C0412-V401NS01	0.00243664717348928	0.0241576162628794	0.00981620718462824	0.0869534948482317	0.00160122528543581	0	0	0.000696184906711222	0.790587580061264	0.00417710944026733	0.00654413812308549	0	0.0100946811473127	0	0	0	0	0	0.00543024227234754	0.00842383737120579	0.0140629351155667	0	0	0.00459482038429407	0.00362016151489836	0	0.00243664717348928	0	0.00208855472013367	0.00201893622946255	0	0.00208855472013367	0	0	0	0.0025062656641604	0	0.0025062656641604	0	0	0.00229741019214703	0	0.0012531328320802	0.00111389585073796	0	0	0	0	0	0.000696184906711222	0	0	0.0012531328320802	0	0	0	0	0	0	0	0	0	0.000556947925368978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000765803397382345	0	0	0	0	0.00132275132275132	0	0	0	0	0.0006265664160401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153160679476469	0	0	0	0	0	0	0	0.000765803397382345	0.000974658869395711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C0414-P001NS01	0.00688073394495413	0.0381880733944954	0.0111238532110092	0.0051605504587156	0.0173165137614679	0	0.288646788990826	0.0104357798165138	0	0	0	0	0.00160550458715596	0.0685779816513762	0.0712155963302752	0.00894495412844037	0.0209862385321101	0	0	0.00412844036697248	0.00344036697247706	0.0168577981651376	0	0	0	0.0131880733944954	0	0	0.0276376146788991	0	0.0315366972477064	0.0162844036697248	0.00653669724770642	0.00114678899082569	0	0	0	0	0.00217889908256881	0	0	0	0.0018348623853211	0.00206422018348624	0	0	0.0583715596330275	0.0194954128440367	0	0	0	0.0275229357798165	0	0	0.00263761467889908	0.0107798165137615	0.0145642201834862	0	0	0.00229357798165138	0	0.00194954128440367	0.0248853211009174	0	0	0	0.0151376146788991	0.0252293577981651	0	0	0	0.00286697247706422	0	0	0	0.0139908256880734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170871559633028	0	0.0033256880733945	0	0.00252293577981651	0	0.00619266055045872	0	0.00424311926605505	0.00240825688073395	0.0121559633027523	0	0	0	0	0	0	0	0	0.000688073394495413	0	0	0	0	0	0	0	0	0.0142201834862385	0	0	0	0.000688073394495413	0	0	0	0	0	0	0	0	0.0340596330275229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000802752293577982	0	0	0.00596330275229358	0	0
C0414-S001NS01	0.0586863583365721	0	0.0352377250939241	0.043010752688172	0.00647752299520663	0	0.163104029019303	0.0136027982899339	0	0	0	0	0.00971628449280995	0.00893898173338515	0.0375696333721985	0	0.0519497344215572	0	0.00518201839616531	0.00336831195750745	0.0063479725353025	0.0268169452001555	0.000906853219328929	0.00336831195750745	0	0.00362741287731571	0	0.00867988081357689	0.0150278533488794	0.00777302759424796	0	0.00272055965798679	0.00207280735846612	0.00129550459904133	0.0134732478300298	0.00297966057779505	0.00116595413913719	0	0.00207280735846612	0.0281124497991968	0.00932763311309755	0.00181370643865786	0.00233190827827439	0.00272055965798679	0.0123072936908926	0.00103640367923306	0	0.112968001036404	0.00116595413913719	0.00220235781837026	0	0.00401606425702811	0	0	0.00764347713434383	0.00466381655654878	0.010752688172043	0	0	0.00647752299520663	0	0.0112708900116595	0.0063479725353025	0	0.0055706697758777	0	0.00349786241741158	0	0	0	0	0.0222826791035108	0.00155460551884959	0	0	0	0.00116595413913719	0.000777302759424796	0	0	0.000777302759424796	0	0	0	0	0.00544111931597357	0	0	0.00349786241741158	0.00518201839616531	0.00194325689856199	0	0.0558362482186812	0.00906853219328928	0.00453426609664464	0.00531156885606944	0.0063479725353025	0.000777302759424796	0.017618862546962	0	0	0.0173597616271538	0.00116595413913719	0	0	0.00194325689856199	0.00893898173338515	0.00427516517683638	0.00336831195750745	0	0	0.00336831195750745	0	0	0	0	0.00142505505894546	0	0.00945718357300168	0	0.00349786241741158	0	0	0.00220235781837026	0	0	0	0	0	0.00336831195750745	0	0	0	0.00233190827827439	0	0.000906853219328929	0.00220235781837026	0	0	0	0.000647752299520663	0.00246145873817852	0	0	0.00349786241741158	0	0	0	0.00168415597875372	0	0	0	0	0	0	0.00608887161549423	0	0	0	0.00738437621453556	0	0	0	0.000906853219328929
