"Sample.ID","Subject","Site","Month","Collection.Date","Sample.Type","Season","Year","Cohort","Richness"
"C0124-V402NS01","Cow 01","Farm 24","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow",105
"C0126-V202NS01","Cow 01","Farm 26","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow",49
"C0126-V302NS01","Cow 01","Farm 26","Feb","2021-02-21","NASAL SWAB","Winter","Year 2","Cow",13
"C0127-V202NS01","Cow 01","Farm 27","Dec","2020-12-10","NASAL SWAB","Winter","Year 2","Cow",45
"C0128-V202NS01","Cow 01","Farm 28","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow",140
"C0128-V302NS01","Cow 01","Farm 28","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow",24
"C0129-V202NS01","Cow 01","Farm 29","Dec","2020-12-06","NASAL SWAB","Winter","Year 2","Cow",172
"C0129-V302NS01","Cow 01","Farm 29","Feb","2021-02-21","NASAL SWAB","Winter","Year 2","Cow",78
"C0129-V402NS01","Cow 01","Farm 29","May","2021-05-01","NASAL SWAB","Spring","Year 3","Cow",116
"C0133-V102NS01","Cow 01","Farm 33","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow",73
"C0133-V202NS01","Cow 01","Farm 33","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow",129
"C0133-V302NS01","Cow 01","Farm 33","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow",218
"C0133-V402NS01","Cow 01","Farm 33","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Cow",86
"C0134-V102NS01","Cow 01","Farm 34","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow",138
"C0134-V202NS01","Cow 01","Farm 34","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow",14
"C0136-V102NS01","Cow 01","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Cow",151
"C0136-V202NS01","Cow 01","Farm 36","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow",148
"C0136-V302NS01","Cow 01","Farm 36","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",49
"C0136-V402NS01","Cow 01","Farm 36","Aug","2021-08-01","NASAL SWAB","Summer","Year 3","Cow",181
"C0137-V102NS01","Cow 01","Farm 37","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow",19
"C0137-V202NS01","Cow 01","Farm 37","May","2021-05-20","NASAL SWAB","Spring","Year 3","Cow",153
"C0141-V102NS01","Cow 01","Farm 41","Mar","2021-03-03","NASAL SWAB","Spring","Year 3","Cow",14
"C0141-V202NS01","Cow 01","Farm 41","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",172
"C0142-V102NS01","Cow 01","Farm 42","Feb","2021-02-27","NASAL SWAB","Winter","Year 2","Cow",60
"C0143-V102NS01","Cow 01","Farm 43","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Cow",42
"C0143-V202NS01","Cow 01","Farm 43","May","2021-05-11","NASAL SWAB","Spring","Year 3","Cow",127
"C0143-V302NS01","Cow 01","Farm 43","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",150
"C0143-V402NS01","Cow 01","Farm 43","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Cow",130
"C0206-V302NS01","Cow 02","Farm 06","Nov","2020-11-17","NASAL SWAB","Autumn","Year 2","Cow",22
"C0206-V402NS01","Cow 02","Farm 06","Feb","2021-02-16","NASAL SWAB","Winter","Year 2","Cow",64
"C0207-V302NS01","Cow 02","Farm 07","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow",62
"C0207-V402NS01","Cow 02","Farm 07","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow",17
"C0210-V302NS01","Cow 02","Farm 10","Dec","2020-12-12","NASAL SWAB","Winter","Year 2","Cow",14
"C0210-V402NS01","Cow 02","Farm 10","Mar","2021-03-06","NASAL SWAB","Spring","Year 3","Cow",154
"C0215-V302NS01","Cow 02","Farm 15","Nov","2020-11-24","NASAL SWAB","Autumn","Year 2","Cow",156
"C0215-V402NS01","Cow 02","Farm 15","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow",17
"C0216-V302NS01","Cow 02","Farm 16","Mar","2021-03-18","NASAL SWAB","Spring","Year 3","Cow",23
"C0216-V402NS01","Cow 02","Farm 16","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow",89
"C0217-V302NS01","Cow 02","Farm 17","Dec","2020-12-06","NASAL SWAB","Winter","Year 2","Cow",54
"C0217-V402NS01","Cow 02","Farm 17","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow",132
"C0219-V202NS01","Cow 02","Farm 19","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow",307
"C0219-V302NS01","Cow 02","Farm 19","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Cow",84
"C0219-V402NS01","Cow 02","Farm 19","May","2021-05-17","NASAL SWAB","Spring","Year 3","Cow",56
"C0221-V202NS01","Cow 02","Farm 21","Nov","2020-11-17","NASAL SWAB","Autumn","Year 2","Cow",130
"C0221-V302NS01","Cow 02","Farm 21","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow",16
"C0221-V402NS01","Cow 02","Farm 21","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow",131
"C0222-V202NS01","Cow 02","Farm 22","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow",78
"C0222-V302NS01","Cow 02","Farm 22","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow",56
"C0222-V402NS01","Cow 02","Farm 22","May","2021-05-04","NASAL SWAB","Spring","Year 3","Cow",157
"C0224-V202NS01","Cow 02","Farm 24","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow",39
"C0224-V302NS01","Cow 02","Farm 24","Feb","2021-02-17","NASAL SWAB","Winter","Year 2","Cow",7
"C0224-V402NS01","Cow 02","Farm 24","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow",115
"C0225-V202NS01","Cow 02","Farm 25","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow",145
"C0225-V302NS01","Cow 02","Farm 25","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Cow",159
"C0225-V402NS01","Cow 02","Farm 25","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow",142
"C0226-V202NS01","Cow 02","Farm 26","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow",94
"C0226-V302NS01","Cow 02","Farm 26","Feb","2021-02-21","NASAL SWAB","Winter","Year 2","Cow",34
"C0226-V402NS01","Cow 02","Farm 26","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow",144
"C0227-V202NS01","Cow 02","Farm 27","Dec","2020-12-10","NASAL SWAB","Winter","Year 2","Cow",15
"C0227-V302NS01","Cow 02","Farm 27","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow",108
"C0227-V402NS01","Cow 02","Farm 27","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",218
"C0228-V202NS01","Cow 02","Farm 28","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow",193
"C0229-V202NS01","Cow 02","Farm 29","Dec","2020-12-05","NASAL SWAB","Winter","Year 2","Cow",119
"C0229-V302NS01","Cow 02","Farm 29","Feb","2021-02-19","NASAL SWAB","Winter","Year 2","Cow",16
"C0229-V402NS01","Cow 02","Farm 29","May","2021-05-02","NASAL SWAB","Spring","Year 3","Cow",136
"C0233-V102NS01","Cow 02","Farm 33","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow",99
"C0233-V202NS01","Cow 02","Farm 33","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow",123
"C0233-V302NS01","Cow 02","Farm 33","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow",106
"C0233-V402NS01","Cow 02","Farm 33","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Cow",127
"C0234-V302NS01","Cow 02","Farm 34","Apr","2021-04-26","NASAL SWAB","Spring","Year 3","Cow",58
"C0234-V402NS01","Cow 02","Farm 34","Jul","2021-07-19","NASAL SWAB","Summer","Year 3","Cow",62
"C0236-V102NS01","Cow 02","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Cow",69
"C0236-V202NS01","Cow 02","Farm 36","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow",181
"C0237-V102NS01","Cow 02","Farm 37","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow",21
"C0237-V202NS01","Cow 02","Farm 37","May","2021-05-20","NASAL SWAB","Spring","Year 3","Cow",151
"C0237-V302NS01","Cow 02","Farm 37","Aug","2021-08-13","NASAL SWAB","Summer","Year 3","Cow",144
"C0241-V102NS01","Cow 02","Farm 41","Mar","2021-03-03","NASAL SWAB","Spring","Year 3","Cow",18
"C0241-V202NS01","Cow 02","Farm 41","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",171
"C0241-V302NS01","Cow 02","Farm 41","Aug","2021-08-03","NASAL SWAB","Summer","Year 3","Cow",186
"C0241-V402NS01","Cow 02","Farm 41","Nov","2021-11-03","NASAL SWAB","Autumn","Year 3","Cow",211
"C0242-V102NS01","Cow 02","Farm 42","Feb","2021-02-27","NASAL SWAB","Winter","Year 2","Cow",143
"C0243-V102NS01","Cow 02","Farm 43","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Cow",38
"C0243-V202NS01","Cow 02","Farm 43","May","2021-05-11","NASAL SWAB","Spring","Year 3","Cow",39
"C0243-V302NS01","Cow 02","Farm 43","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",52
"C0243-V402NS01","Cow 02","Farm 43","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Cow",109
"C0303-V402NS01","Cow 03","Farm 03","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow",101
"C0306-V302NS01","Cow 03","Farm 06","Nov","2020-11-17","NASAL SWAB","Autumn","Year 2","Cow",36
"C0306-V402NS01","Cow 03","Farm 06","Feb","2021-02-16","NASAL SWAB","Winter","Year 2","Cow",11
"C0307-V302NS01","Cow 03","Farm 07","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow",102
"C0307-V402NS01","Cow 03","Farm 07","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow",31
"C0310-V302NS01","Cow 03","Farm 10","Dec","2020-12-12","NASAL SWAB","Winter","Year 2","Cow",94
"C0310-V402NS01","Cow 03","Farm 10","Mar","2021-03-06","NASAL SWAB","Spring","Year 3","Cow",54
"C0311-V302NS01","Cow 03","Farm 11","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow",28
"C0311-V402NS01","Cow 03","Farm 11","Mar","2021-03-15","NASAL SWAB","Spring","Year 3","Cow",22
"C0312-V302NS01","Cow 03","Farm 12","Dec","2020-12-15","NASAL SWAB","Winter","Year 2","Cow",35
"C0312-V402NS01","Cow 03","Farm 12","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow",49
"C0315-V302NS01","Cow 03","Farm 15","Nov","2020-11-24","NASAL SWAB","Autumn","Year 2","Cow",60
"C0315-V402NS01","Cow 03","Farm 15","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow",29
"C0316-V302NS01","Cow 03","Farm 16","Mar","2021-03-18","NASAL SWAB","Spring","Year 3","Cow",80
"C0316-V402NS01","Cow 03","Farm 16","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow",84
"C0317-V302NS01","Cow 03","Farm 17","Dec","2020-12-06","NASAL SWAB","Winter","Year 2","Cow",67
"C0317-V402NS01","Cow 03","Farm 17","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow",44
"C0319-V202NS01","Cow 03","Farm 19","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow",60
"C0319-V302NS01","Cow 03","Farm 19","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Cow",28
"C0319-V402NS01","Cow 03","Farm 19","May","2021-05-17","NASAL SWAB","Spring","Year 3","Cow",22
"C0322-V202NS01","Cow 03","Farm 22","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow",76
"C0322-V302NS01","Cow 03","Farm 22","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow",15
"C0323-V202NS01","Cow 03","Farm 23","Nov","2020-11-21","NASAL SWAB","Autumn","Year 2","Cow",229
"C0323-V302NS01","Cow 03","Farm 23","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow",61
"C0323-V402NS01","Cow 03","Farm 23","Apr","2021-04-25","NASAL SWAB","Spring","Year 3","Cow",118
"C0324-V202NS01","Cow 03","Farm 24","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow",140
"C0324-V302NS01","Cow 03","Farm 24","Feb","2021-02-17","NASAL SWAB","Winter","Year 2","Cow",50
"C0324-V402NS01","Cow 03","Farm 24","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow",143
"C0325-V202NS01","Cow 03","Farm 25","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow",86
"C0325-V302NS01","Cow 03","Farm 25","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Cow",128
"C0326-V202NS01","Cow 03","Farm 26","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow",28
"C0326-V302NS01","Cow 03","Farm 26","Feb","2021-02-21","NASAL SWAB","Winter","Year 2","Cow",26
"C0326-V402NS01","Cow 03","Farm 26","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow",97
"C0327-V202NS01","Cow 03","Farm 27","Dec","2020-12-10","NASAL SWAB","Winter","Year 2","Cow",25
"C0327-V302NS01","Cow 03","Farm 27","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow",50
"C0327-V402NS01","Cow 03","Farm 27","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",204
"C0328-V202NS01","Cow 03","Farm 28","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow",181
"C0328-V302NS01","Cow 03","Farm 28","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow",8
"C0329-V202NS01","Cow 03","Farm 29","Dec","2020-12-05","NASAL SWAB","Winter","Year 2","Cow",197
"C0329-V302NS01","Cow 03","Farm 29","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Cow",77
"C0329-V402NS01","Cow 03","Farm 29","Apr","2021-04-30","NASAL SWAB","Spring","Year 3","Cow",174
"C0333-V102NS01","Cow 03","Farm 33","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow",116
"C0333-V202NS01","Cow 03","Farm 33","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow",46
"C0333-V302NS01","Cow 03","Farm 33","May","2021-05-17","NASAL SWAB","Spring","Year 3","Cow",46
"C0333-V402NS01","Cow 03","Farm 33","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Cow",88
"C0334-V102NS01","Cow 03","Farm 34","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow",283
"C0336-V102NS01","Cow 03","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Cow",110
"C0336-V202NS01","Cow 03","Farm 36","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow",159
"C0336-V302NS01","Cow 03","Farm 36","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",175
"C0336-V402NS01","Cow 03","Farm 36","Aug","2021-08-01","NASAL SWAB","Summer","Year 3","Cow",184
"C0337-V102NS01","Cow 03","Farm 37","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow",10
"C0337-V202NS01","Cow 03","Farm 37","May","2021-05-20","NASAL SWAB","Spring","Year 3","Cow",134
"C0337-V302NS01","Cow 03","Farm 37","Aug","2021-08-13","NASAL SWAB","Summer","Year 3","Cow",95
"C0341-V102NS01","Cow 03","Farm 41","Mar","2021-03-03","NASAL SWAB","Spring","Year 3","Cow",23
"C0341-V202NS01","Cow 03","Farm 41","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",206
"C0342-V102NS01","Cow 03","Farm 42","Feb","2021-02-27","NASAL SWAB","Winter","Year 2","Cow",80
"C0342-V202NS01","Cow 03","Farm 42","May","2021-05-11","NASAL SWAB","Spring","Year 3","Cow",81
"C0342-V302NS01","Cow 03","Farm 42","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Cow",70
"C0342-V402NS01","Cow 03","Farm 42","Oct","2021-10-23","NASAL SWAB","Autumn","Year 3","Cow",70
"C0343-V102NS01","Cow 03","Farm 43","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Cow",81
"C0343-V202NS01","Cow 03","Farm 43","May","2021-05-11","NASAL SWAB","Spring","Year 3","Cow",33
"C0343-V302NS01","Cow 03","Farm 43","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",171
"C0343-V402NS01","Cow 03","Farm 43","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Cow",112
"C0403-V402NS01","Cow 04","Farm 03","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow",96
"C0405-V402NS01","Cow 04","Farm 05","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow",171
"C0406-V302NS01","Cow 04","Farm 06","Nov","2020-11-17","NASAL SWAB","Autumn","Year 2","Cow",78
"C0412-V302NS01","Cow 04","Farm 12","Dec","2020-12-15","NASAL SWAB","Winter","Year 2","Cow",110
"C0412-V402NS01","Cow 04","Farm 12","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Cow",51
"C0414-V302NS01","Cow 04","Farm 14","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow",21
"C0414-V402NS01","Cow 04","Farm 14","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Cow",41
"C0415-V302NS01","Cow 04","Farm 15","Nov","2020-11-24","NASAL SWAB","Autumn","Year 2","Cow",134
"C0415-V402NS01","Cow 04","Farm 15","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow",24
"C0416-V302NS01","Cow 04","Farm 16","Mar","2021-03-18","NASAL SWAB","Spring","Year 3","Cow",57
"C0416-V402NS01","Cow 04","Farm 16","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow",123
"C0417-V302NS01","Cow 04","Farm 17","Dec","2020-12-06","NASAL SWAB","Winter","Year 2","Cow",59
"C0417-V402NS01","Cow 04","Farm 17","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow",56
"C0419-V202NS01","Cow 04","Farm 19","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow",107
"C0419-V302NS01","Cow 04","Farm 19","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Cow",78
"C0419-V402NS01","Cow 04","Farm 19","May","2021-05-17","NASAL SWAB","Spring","Year 3","Cow",78
"C0421-V202NS01","Cow 04","Farm 21","Nov","2020-11-17","NASAL SWAB","Autumn","Year 2","Cow",102
"C0421-V302NS01","Cow 04","Farm 21","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow",16
"C0421-V402NS01","Cow 04","Farm 21","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow",159
"C0422-V202NS01","Cow 04","Farm 22","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow",44
"C0422-V302NS01","Cow 04","Farm 22","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow",51
"C0422-V402NS01","Cow 04","Farm 22","May","2021-05-04","NASAL SWAB","Spring","Year 3","Cow",40
"C0424-V202NS01","Cow 04","Farm 24","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow",112
"C0424-V302NS01","Cow 04","Farm 24","Feb","2021-02-17","NASAL SWAB","Winter","Year 2","Cow",40
"C0424-V402NS01","Cow 04","Farm 24","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow",112
"C0425-V202NS01","Cow 04","Farm 25","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow",115
"C0426-V202NS01","Cow 04","Farm 26","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow",25
"C0427-V202NS01","Cow 04","Farm 27","Dec","2020-12-10","NASAL SWAB","Winter","Year 2","Cow",49
"C0427-V302NS01","Cow 04","Farm 27","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow",71
"C0427-V402NS01","Cow 04","Farm 27","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",110
"C0428-V202NS01","Cow 04","Farm 28","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow",207
"C0428-V302NS01","Cow 04","Farm 28","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow",10
"C0429-V202NS01","Cow 04","Farm 29","Dec","2020-12-05","NASAL SWAB","Winter","Year 2","Cow",117
"C0429-V302NS01","Cow 04","Farm 29","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Cow",85
"C0429-V402NS01","Cow 04","Farm 29","Apr","2021-04-30","NASAL SWAB","Spring","Year 3","Cow",153
"C0433-V102NS01","Cow 04","Farm 33","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow",146
"C0433-V202NS01","Cow 04","Farm 33","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow",148
"C0433-V302NS01","Cow 04","Farm 33","May","2021-05-17","NASAL SWAB","Spring","Year 3","Cow",154
"C0433-V402NS01","Cow 04","Farm 33","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Cow",103
"C0434-V302NS01","Cow 04","Farm 34","Apr","2021-04-26","NASAL SWAB","Spring","Year 3","Cow",37
"C0436-V102NS01","Cow 04","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Cow",86
"C0436-V202NS01","Cow 04","Farm 36","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow",126
"C0436-V302NS01","Cow 04","Farm 36","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",115
"C0436-V402NS01","Cow 04","Farm 36","Aug","2021-08-01","NASAL SWAB","Summer","Year 3","Cow",129
"C0437-V102NS01","Cow 04","Farm 37","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Cow",13
"C0437-V202NS01","Cow 04","Farm 37","May","2021-05-20","NASAL SWAB","Spring","Year 3","Cow",149
"C0437-V302NS01","Cow 04","Farm 37","Aug","2021-08-13","NASAL SWAB","Summer","Year 3","Cow",118
"C0441-V102NS01","Cow 04","Farm 41","Mar","2021-03-03","NASAL SWAB","Spring","Year 3","Cow",27
"C0443-V102NS01","Cow 04","Farm 43","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Cow",93
"C0505-V402NS01","Cow 05","Farm 05","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow",211
"C0506-V402NS01","Cow 05","Farm 06","Feb","2021-02-16","NASAL SWAB","Winter","Year 2","Cow",18
"C0510-V302NS01","Cow 05","Farm 10","Dec","2020-12-12","NASAL SWAB","Winter","Year 2","Cow",81
"C0510-V402NS01","Cow 05","Farm 10","Mar","2021-03-06","NASAL SWAB","Spring","Year 3","Cow",128
"C0511-V302NS01","Cow 05","Farm 11","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Cow",14
"C0511-V402NS01","Cow 05","Farm 11","Mar","2021-03-15","NASAL SWAB","Spring","Year 3","Cow",41
"C0512-V302NS01","Cow 05","Farm 12","Dec","2020-12-15","NASAL SWAB","Winter","Year 2","Cow",82
"C0512-V402NS01","Cow 05","Farm 12","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Cow",29
"C0514-V302NS01","Cow 05","Farm 14","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow",45
"C0514-V402NS01","Cow 05","Farm 14","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Cow",50
"C0520-V202NS01","Cow 05","Farm 20","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Cow",44
"C0520-V302NS01","Cow 05","Farm 20","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow",58
"C0521-V202NS01","Cow 05","Farm 21","Nov","2020-11-17","NASAL SWAB","Autumn","Year 2","Cow",154
"C0521-V302NS01","Cow 05","Farm 21","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow",15
"C0521-V402NS01","Cow 05","Farm 21","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow",58
"C0522-V402NS01","Cow 05","Farm 22","May","2021-05-04","NASAL SWAB","Spring","Year 3","Cow",110
"C0523-V202NS01","Cow 05","Farm 23","Nov","2020-11-21","NASAL SWAB","Autumn","Year 2","Cow",137
"C0523-V302NS01","Cow 05","Farm 23","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow",17
"C0523-V402NS01","Cow 05","Farm 23","Apr","2021-04-25","NASAL SWAB","Spring","Year 3","Cow",46
"C0525-V202NS01","Cow 05","Farm 25","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Cow",106
"C0525-V302NS01","Cow 05","Farm 25","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Cow",126
"C0525-V402NS01","Cow 05","Farm 25","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow",181
"C0526-V302NS01","Cow 05","Farm 26","Feb","2021-02-21","NASAL SWAB","Winter","Year 2","Cow",13
"C0526-V402NS01","Cow 05","Farm 26","May","2021-05-03","NASAL SWAB","Spring","Year 3","Cow",103
"C0527-V302NS01","Cow 05","Farm 27","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow",47
"C0527-V402NS01","Cow 05","Farm 27","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",260
"C0534-V102NS01","Cow 05","Farm 34","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow",172
"C0534-V202NS01","Cow 05","Farm 34","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Cow",19
